Bucket,Current URL,Current Title,Recommended Target URL,Evidence Source,Confidence,Template/Nav Area Affected
KEEP,https://sinisterdiesel.com/fuel-pumps.html,Sinister Diesel: Fuel Pumps,,categories.json productLinks (2 products),High,"None - active, populated category"
KEEP,https://sinisterdiesel.com/oem-cummins-powerstroke-and-superduty-parts.html,"OEM Cummins, Powerstroke and SuperDuty Parts",,categories.json productLinks (40 products),High,"None - active, populated category"
KEEP,https://sinisterdiesel.com/factory-ford.html,Sinister Diesel: Factory Ford,,categories.json productLinks (40 products),High,"None - active, populated category"
KEEP,https://sinisterdiesel.com/factory-gm.html,Sinister Diesel: Factory GM,,categories.json productLinks (4 products),High,"None - active, populated category"
KEEP,https://sinisterdiesel.com/performance-solution-packages-for-cummins-powerstroke-and-superduty.html,"Performance & Solution Packages for Cummins, Powerstroke and SuperDuty",,categories.json productLinks (35 products),High,"None - active, populated category"
KEEP,https://sinisterdiesel.com/solution-packages.html,Sinister Diesel: Solution Packages,,categories.json productLinks (29 products),High,"None - active, populated category"
KEEP,https://sinisterdiesel.com/performance-packages.html,Sinister Diesel: Performance Packages,,categories.json productLinks (8 products),High,"None - active, populated category"
KEEP,https://sinisterdiesel.com/front-end-components-parts-for-dodge-ford-chevygmc-trucks.html,"Front End Components Parts for Dodge, Ford, Chevy/GMC Trucks",,categories.json productLinks (5 products),High,"None - active, populated category"
KEEP,https://sinisterdiesel.com/leveling-kits.html,Sinister Diesel: Leveling Kits,,categories.json productLinks (5 products),High,"None - active, populated category"
KEEP,https://sinisterdiesel.com/chevy-ford-dodge-gmc-suspension-lift-kits.html,"Chevy, Ford, Dodge, GMC Suspension Lift Kits",,categories.json productLinks (1 products),High,"None - active, populated category"
KEEP,https://sinisterdiesel.com/diesel-programmers-tuners-for-ford-chevy-dodge-trucks.html,"Diesel Programmers & Tuners for Ford, Chevy, & Dodge Trucks",,categories.json productLinks (34 products),High,"None - active, populated category"
KEEP,https://sinisterdiesel.com/tuners-programmers.html,Sinister Diesel: Tuners & Programmers,,categories.json productLinks (33 products),High,"None - active, populated category"
KEEP,https://sinisterdiesel.com/accessories-5449.html,Sinister Diesel: Accessories,,categories.json productLinks (6 products),High,"None - active, populated category"
KEEP,https://sinisterdiesel.com/bully-dog-sct.html,Sinister Diesel: Bully Dog & SCT,,categories.json productLinks (3 products),High,"None - active, populated category"
KEEP,https://sinisterdiesel.com/charge-pipes.html,Sinister Diesel: Charge Pipes,,categories.json productLinks (40 products),High,"None - active, populated category"
KEEP,https://sinisterdiesel.com/intercoolers.html,Sinister Diesel: Intercoolers,,categories.json productLinks (15 products),High,"None - active, populated category"
KEEP,https://sinisterdiesel.com/steering.html,Sinister Diesel: Steering,,categories.json productLinks (10 products),High,"None - active, populated category"
KEEP,https://sinisterdiesel.com/shop-by-vehicle.html,Sinister Diesel: Shop by Vehicle,,categories.json productLinks (40 products),High,"None - active, populated category"
KEEP,https://sinisterdiesel.com/dodge-cummins-diesel-performance-parts-sinister-diesel.html,Dodge Cummins Diesel Performance Parts - Sinister Diesel,,categories.json productLinks (40 products),High,"None - active, populated category"
KEEP,https://sinisterdiesel.com/ford-powerstroke-powerstroke-diesel-truck-parts-online.html,Ford Powerstroke - Powerstroke Diesel Truck Parts Online,,categories.json productLinks (40 products),High,"None - active, populated category"
KEEP,https://sinisterdiesel.com/shop-gm-duramax-diesel-parts-sinister-diesel.html,Shop GM Duramax Diesel Parts - Sinister Diesel,,categories.json productLinks (40 products),High,"None - active, populated category"
KEEP,https://sinisterdiesel.com/limited-edition.html,Sinister Diesel: Limited Edition,,categories.json productLinks (10 products),High,"None - active, populated category"
KEEP,https://sinisterdiesel.com/50-state-legal-sinister-diesel-products.html,Sinister Diesel: 50 State Legal Sinister Diesel Products,,categories.json productLinks (25 products),High,"None - active, populated category"
KEEP,https://sinisterdiesel.com/diesel-brake-calipers-rotors-and-pads-for-ford-super-duty-chevy-silverado-hd-gmc-sierra-hd-and-dodge-ram-cummins.html,"Diesel Brake Calipers, Rotors and Pads for Ford Super Duty, Chevy Silverado HD, GMC Sierra HD, and Dodge Ram Cummins.",,categories.json productLinks (1 products),High,"None - active, populated category"
KEEP,https://sinisterdiesel.com/filtration.html,Filtration,,categories.json productLinks (38 products),High,"None - active, populated category"
KEEP,https://sinisterdiesel.com/pitbull-turbochargers.html,Pitbull Turbochargers,,categories.json productLinks (9 products),High,"None - active, populated category"
KEEP,https://sinisterdiesel.com/sinister-diesel-exhaust-tips.html,Sinister Diesel Exhaust Tips,,categories.json productLinks (19 products),High,"None - active, populated category"
KEEP,https://sinisterdiesel.com/sinister-diesel-dual-wall-exhaust-tips.html,Sinister Diesel Dual Wall Exhaust Tips,,categories.json productLinks (10 products),High,"None - active, populated category"
KEEP,https://sinisterdiesel.com/sinister-diesel-ar-15-exhaust-tips.html,Sinister Diesel: Sinister Diesel AR-15 Exhaust Tips,,categories.json productLinks (3 products),High,"None - active, populated category"
KEEP,https://sinisterdiesel.com/sinister-diesel-single-wall-exhaust-tips.html,Sinister Diesel Single Wall Exhaust Tips,,categories.json productLinks (6 products),High,"None - active, populated category"
KEEP,https://sinisterdiesel.com/cold-air-intake-for-cummins.html,Sinister Diesel: Cold Air Intake for Cummins,,categories.json productLinks (9 products),High,"None - active, populated category"
KEEP,https://sinisterdiesel.com/cleaning-kits-for-cummins.html,Sinister Diesel: Cleaning Kits for Cummins,,categories.json productLinks (2 products),High,"None - active, populated category"
KEEP,https://sinisterdiesel.com/replacement-air-filters-for-cummins.html,Sinister Diesel: Replacement Air Filters for Cummins,,categories.json productLinks (2 products),High,"None - active, populated category"
KEEP,https://sinisterdiesel.com/intake-elbows-manifolds-for-cummins.html,Sinister Diesel: Intake Elbows / Manifolds for Cummins,,categories.json productLinks (7 products),High,"None - active, populated category"
KEEP,https://sinisterdiesel.com/sinister-diesel-community.html,Sinister Diesel Community,,categories.json productLinks (40 products),High,"None - active, populated category"
KEEP,https://sinisterdiesel.com/clearance.html,Sinister Diesel: Clearance,,categories.json productLinks (37 products),High,"None - active, populated category"
KEEP,https://sinisterdiesel.com/fass.html,Sinister Diesel: FASS,,categories.json productLinks (32 products),High,"None - active, populated category"
KEEP,https://sinisterdiesel.com/edge-products.html,Sinister Diesel: Edge Products,,categories.json productLinks (27 products),High,"None - active, populated category"
KEEP,https://sinisterdiesel.com/arp.html,Sinister Diesel: ARP,,categories.json productLinks (10 products),High,"None - active, populated category"
KEEP,https://sinisterdiesel.com/bully-dog.html,Sinister Diesel: Bully Dog,,categories.json productLinks (2 products),High,"None - active, populated category"
KEEP,https://sinisterdiesel.com/ford-parts.html,Sinister Diesel: Ford Parts,,categories.json productLinks (40 products),High,"None - active, populated category"
KEEP,https://sinisterdiesel.com/garrett.html,Sinister Diesel: Garrett,,categories.json productLinks (6 products),High,"None - active, populated category"
KEEP,https://sinisterdiesel.com/mbrp.html,Sinister Diesel: MBRP,,categories.json productLinks (40 products),High,"None - active, populated category"
KEEP,https://sinisterdiesel.com/mishimoto.html,Sinister Diesel: Mishimoto,,categories.json productLinks (25 products),High,"None - active, populated category"
KEEP,https://sinisterdiesel.com/mkm-customs.html,Sinister Diesel: MKM Customs,,categories.json productLinks (3 products),High,"None - active, populated category"
KEEP,https://sinisterdiesel.com/sct-tuners.html,Sinister Diesel: SCT Tuners,,categories.json productLinks (5 products),High,"None - active, populated category"
KEEP,https://sinisterdiesel.com/sinister-diesel-gray.html,Sinister Diesel: Sinister Diesel Gray,,categories.json productLinks (26 products),High,"None - active, populated category"
KEEP,https://sinisterdiesel.com/mens-shirts.html,Sinister Diesel: Mens Shirts,,categories.json productLinks (5 products),High,"None - active, populated category"
KEEP,https://sinisterdiesel.com/headware.html,Sinister Diesel: Headwear,,categories.json productLinks (3 products),High,"None - active, populated category"
KEEP,https://sinisterdiesel.com/mens-hoodies.html,Sinister Diesel: Men's Hoodies,,categories.json productLinks (5 products),High,"None - active, populated category"
KEEP,https://sinisterdiesel.com/stickers.html,Sinister Diesel: Stickers,,categories.json productLinks (8 products),High,"None - active, populated category"
KEEP,https://sinisterdiesel.com/searchspring-tier-1.html,Sinister Diesel: Searchspring Tier 1,,categories.json productLinks (40 products),High,"None - active, populated category"
KEEP,https://sinisterdiesel.com/searchspring-tier-2.html,Sinister Diesel: Searchspring Tier 2,,categories.json productLinks (40 products),High,"None - active, populated category"
KEEP,https://sinisterdiesel.com/sinister-diesel-replacement-parts.html,Sinister Diesel: Sinister Diesel Replacement Parts,,categories.json productLinks (38 products),High,"None - active, populated category"
KEEP,https://sinisterdiesel.com/wlgb.html,Sinister Diesel: T5,,categories.json productLinks (40 products),High,"None - active, populated category"
KEEP,https://sinisterdiesel.com/universal-parts.html,Sinister Diesel: Universal Parts,,categories.json productLinks (40 products),High,"None - active, populated category"
KEEP,https://sinisterdiesel.com/sinister-diesel-clearance-sale.html,Sinister Diesel: Sinister Diesel Clearance Sale,,categories.json productLinks (10 products),High,"None - active, populated category"
KEEP,https://sinisterdiesel.com/caps.html,Sinister Diesel: Caps,,categories.json productLinks (17 products),High,"None - active, populated category"
KEEP,https://sinisterdiesel.com/install.html,Sinister Diesel: Install,,categories.json productLinks (40 products),High,"None - active, populated category"
KEEP,https://sinisterdiesel.com/universal.html,Sinister Diesel: Universal,,categories.json productLinks (3 products),High,"None - active, populated category"
KEEP,https://sinisterdiesel.com/ford.html,Sinister Diesel: Ford,,categories.json productLinks (40 products),High,"None - active, populated category"
KEEP,https://sinisterdiesel.com/dodge.html,Sinister Diesel: Dodge,,categories.json productLinks (40 products),High,"None - active, populated category"
KEEP,https://sinisterdiesel.com/chevy.html,Sinister Diesel: Chevy,,categories.json productLinks (31 products),High,"None - active, populated category"
KEEP,https://sinisterdiesel.com/injectorsfor-powerstroke.html,Sinister Diesel: Injectors for Powerstroke,,categories.json productLinks (14 products),High,"None - active, populated category"
KEEP,https://sinisterdiesel.com/tuners-programmersfor-powerstroke.html,Sinister Diesel: Tuners & Programmers for Powerstroke,,categories.json productLinks (12 products),High,"None - active, populated category"
KEEP,https://sinisterdiesel.com/shop?Search=6.7+powerstroke+cold+side+charge,Sinister Diesel: Search Results,,categories.json productLinks (4 products),High,"None - active, populated category"
KEEP,https://sinisterdiesel.com/shop?Search=6.7%20powerstroke%20hot%20side%20charge%20pipe,Sinister Diesel: Search Results,,categories.json productLinks (3 products),High,"None - active, populated category"
KEEP,https://sinisterdiesel.com/shop?Search=6.7%20powerstroke%20cold%20air%20intake,Sinister Diesel: Search Results,,categories.json productLinks (5 products),High,"None - active, populated category"
KEEP,https://sinisterdiesel.com/shop?Search=6.7+dodge+coolant+filtration,Sinister Diesel: Search Results,,categories.json productLinks (10 products),High,"None - active, populated category"
KEEP,https://sinisterdiesel.com/shop?Search=6.7%20powerstroke%20coolant%20filtration,Sinister Diesel: Search Results,,categories.json productLinks (4 products),High,"None - active, populated category"
KEEP,https://sinisterdiesel.com/shop?Search=cold%20side%20charge%20pipe%206.7%20powerstroke,Sinister Diesel: Search Results,,categories.json productLinks (4 products),High,"None - active, populated category"
KEEP,https://sinisterdiesel.com/shop?Search=6.7%20powerstroke%20caps,Sinister Diesel: Search Results,,categories.json productLinks (12 products),High,"None - active, populated category"
KEEP,https://sinisterdiesel.com/shop?Search=6.7%20powerstroke%20coolant%20filteration,Sinister Diesel: Search Results,,categories.json productLinks (4 products),High,"None - active, populated category"
KEEP,https://sinisterdiesel.com/shop?Search=6.7%20powerstroke%20cold%20air,Sinister Diesel: Search Results,,categories.json productLinks (5 products),High,"None - active, populated category"
KEEP,https://sinisterdiesel.com/shop?Search=6.0%20complete%20solution,Sinister Diesel: Search Results,,categories.json productLinks (7 products),High,"None - active, populated category"
KEEP,https://sinisterdiesel.com/shop?Search=6.0%20egr%20cooler,Sinister Diesel: Search Results,,categories.json productLinks (18 products),High,"None - active, populated category"
KEEP,https://sinisterdiesel.com/shop?Search=head%20gaskets%206.0l,Sinister Diesel: Search Results,,categories.json productLinks (15 products),High,"None - active, populated category"
KEEP_NAV,https://sinisterdiesel.com/interior-accessoriesfor-powerstroke.html,Interior Accessories for Powerstroke,,"Named platform subcategory, currently empty of products",Medium,None - not currently linked from mega menu/header/footer per repo-wide search; empty but structurally valid platform subcategory
KEEP_NAV,https://sinisterdiesel.com/lightingfor-powerstroke.html,Lighting for Powerstroke,,"Named platform subcategory, currently empty of products",Medium,None - not currently linked from mega menu/header/footer per repo-wide search; empty but structurally valid platform subcategory
KEEP_NAV,https://sinisterdiesel.com/toolsfor-powerstroke.html,Tools for Powerstroke,,"Named platform subcategory, currently empty of products",Medium,None - not currently linked from mega menu/header/footer per repo-wide search; empty but structurally valid platform subcategory
KEEP_NAV,https://sinisterdiesel.com/transmissionfor-powerstroke.html,Transmission for Powerstroke,,"Named platform subcategory, currently empty of products",Medium,None - not currently linked from mega menu/header/footer per repo-wide search; empty but structurally valid platform subcategory
KEEP_NAV,https://sinisterdiesel.com/duramax-egr-delete-kits-and-coolers-for-gm-diesel-trucks.html,Duramax EGR Systems and Coolers for GM Diesel Trucks,,"Named platform subcategory, currently empty of products",Medium,None - not currently linked from mega menu/header/footer per repo-wide search; empty but structurally valid platform subcategory
KEEP_NAV,https://sinisterdiesel.com/lightingfor-duramax.html,Lighting for Duramax,,"Named platform subcategory, currently empty of products",Medium,None - not currently linked from mega menu/header/footer per repo-wide search; empty but structurally valid platform subcategory
KEEP_NAV,https://sinisterdiesel.com/suspension-steeringfor-duramax.html,Suspension / Steering for Duramax,,"Named platform subcategory, currently empty of products",Medium,None - not currently linked from mega menu/header/footer per repo-wide search; empty but structurally valid platform subcategory
KEEP_NAV,https://sinisterdiesel.com/toolsfor-duramax.html,Tools for Duramax,,"Named platform subcategory, currently empty of products",Medium,None - not currently linked from mega menu/header/footer per repo-wide search; empty but structurally valid platform subcategory
KEEP_NAV,https://sinisterdiesel.com/transmissionfor-duramax.html,Transmission for Duramax,,"Named platform subcategory, currently empty of products",Medium,None - not currently linked from mega menu/header/footer per repo-wide search; empty but structurally valid platform subcategory
KEEP_NAV,https://sinisterdiesel.com/braking-system.html,Braking System for Cummins,,"Named platform subcategory, currently empty of products",Medium,None - not currently linked from mega menu/header/footer per repo-wide search; empty but structurally valid platform subcategory
KEEP_NAV,https://sinisterdiesel.com/egr-coolers-componentsfor-cummins.html,EGR Coolers & Components (Cummins),,"Named platform subcategory, currently empty of products",Medium,None - not currently linked from mega menu/header/footer per repo-wide search; empty but structurally valid platform subcategory
KEEP_NAV,https://sinisterdiesel.com/lightingfor-cummins.html,Lighting for Cummins,,"Named platform subcategory, currently empty of products",Medium,None - not currently linked from mega menu/header/footer per repo-wide search; empty but structurally valid platform subcategory
KEEP_NAV,https://sinisterdiesel.com/toolsfor-cummins.html,Tools for Cummins,,"Named platform subcategory, currently empty of products",Medium,None - not currently linked from mega menu/header/footer per repo-wide search; empty but structurally valid platform subcategory
KEEP_NAV,https://sinisterdiesel.com/transmissionfor-cummins.html,Transmission for Cummins,,"Named platform subcategory, currently empty of products",Medium,None - not currently linked from mega menu/header/footer per repo-wide search; empty but structurally valid platform subcategory
MAP,https://sinisterdiesel.com/stacks.html,Stacks,https://sinisterdiesel.com/exhaust-tips.html,"Name-based inference only (NOT extracted evidence) - ""Stacks"" is common truck-community terminology for exhaust tips/stacks; exhaust-tips.html is a real, populated category (40 products) under the same Exhaust family that stacks.html breadcrumbs into per live WebFetch check. This mapping should be confirmed by a human before implementation, not auto-applied.",Medium,"templates/smap.mvt (Site Map page) only - confirmed via repo-wide grep this URL is not hardcoded in cssui-global-header.mvt, mega menu, or footer; only reachable via /site-map.html, which pulls categories dynamically from Miva's native category tree (not a static template link) - so the true fix is deactivating/redirecting the category record in Miva Admin, not a template edit"
KEEP_NAV,https://sinisterdiesel.com/factory-cummins.html,Factory Cummins,,"Named platform subcategory, currently empty of products",Medium,None - not currently linked from mega menu/header/footer per repo-wide search; empty but structurally valid platform subcategory
KEEP_NAV,https://sinisterdiesel.com/transmission-kits-and-part-for-cummins-powerstroke-superduty.html,Transmission Kits and Parts (Cummins/Powerstroke/SuperDuty),,"Named cross-platform subcategory, currently empty of products",Medium,None - not currently linked from mega menu/header/footer per repo-wide search; empty but structurally valid platform subcategory
KEEP_NAV,https://sinisterdiesel.com/boots-for-cummins.html,Boots for Cummins,,"Named platform subcategory, currently empty of products",Medium,None - not currently linked from mega menu/header/footer per repo-wide search; empty but structurally valid platform subcategory
KEEP_NAV,https://sinisterdiesel.com/differential-for-cummins.html,Differential for Cummins,,"Named platform subcategory, currently empty of products",Medium,None - not currently linked from mega menu/header/footer per repo-wide search; empty but structurally valid platform subcategory
KEEP_NAV,https://sinisterdiesel.com/differential-coverstrans-pans-for-cummins.html,Differential Covers/Trans. Pans for Cummins,,"Named platform subcategory, currently empty of products",Medium,None - not currently linked from mega menu/header/footer per repo-wide search; empty but structurally valid platform subcategory
KEEP_NAV,https://sinisterdiesel.com/differentialfor-powerstroke.html,Differential for Powerstroke,,"Named platform subcategory, currently empty of products",Medium,None - not currently linked from mega menu/header/footer per repo-wide search; empty but structurally valid platform subcategory
KEEP_NAV,https://sinisterdiesel.com/differential-coverstrans-pansfor-powerstroke.html,Differential Covers/Trans. Pans for Powerstroke,,"Named platform subcategory, currently empty of products",Medium,None - not currently linked from mega menu/header/footer per repo-wide search; empty but structurally valid platform subcategory
KEEP_NAV,https://sinisterdiesel.com/womens-clothing.html,Women's Clothing,,"Apparel subcategory, currently empty of products",Medium,None - not currently linked from mega menu/header/footer per repo-wide search; empty but structurally valid platform subcategory
REMOVE_HIDE,https://sinisterdiesel.com/vip-club.html,VIP Club,,"Not a product category by nature - this is a loyalty/rewards program page misclassified as a category by the crawler (likely because it sits in the site category tree in Miva Admin). Should be excluded from category navigation, not mapped to a product category.",Medium,"templates/smap.mvt (Site Map page) only - same as MAP items, not hardcoded anywhere else; dynamically pulled from Miva's native category tree, so removal requires deactivating the category record in Miva Admin, not a template edit"
MAP,https://sinisterdiesel.com/p1-innovations.html,P1 Innovations,,"UNRESOLVED - no brand page or product category matching ""P1 Innovations"" found anywhere in the 238-category crawl. Live WebFetch confirmed the page itself is empty with no error. Likely a discontinued/dropped brand partnership with nothing to map to - recommend REMOVE/HIDE pending confirmation this brand is truly gone, not MAP.",Low,"templates/smap.mvt (Site Map page) only - confirmed via repo-wide grep this URL is not hardcoded in cssui-global-header.mvt, mega menu, or footer; only reachable via /site-map.html, which pulls categories dynamically from Miva's native category tree (not a static template link) - so the true fix is deactivating/redirecting the category record in Miva Admin, not a template edit"
KEEP_NAV,https://sinisterdiesel.com/womens-shirts.html,Womens Shirts,,"Apparel subcategory, currently empty of products",Medium,None - not currently linked from mega menu/header/footer per repo-wide search; empty but structurally valid platform subcategory
KEEP_NAV,https://sinisterdiesel.com/womens-hoodies.html,Women's Hoodies,,"Apparel subcategory, currently empty of products",Medium,None - not currently linked from mega menu/header/footer per repo-wide search; empty but structurally valid platform subcategory
REMOVE_HIDE,https://sinisterdiesel.com/searchspring-tier-3.html,Searchspring Tier 3,,"Live WebFetch confirmed empty placeholder. Name is a direct Searchspring integration artifact (tiered facet/merchandising config), not a real product category. Site is moving off Searchspring per project goal - this should be removed/hidden, not migrated.",High,"templates/smap.mvt (Site Map page) only - same as MAP items, not hardcoded anywhere else; dynamically pulled from Miva's native category tree, so removal requires deactivating the category record in Miva Admin, not a template edit"
REMOVE_HIDE,https://sinisterdiesel.com/searchspring-tier-4.html,Searchspring Tier 4,,"Live WebFetch confirmed empty placeholder. Name is a direct Searchspring integration artifact (tiered facet/merchandising config), not a real product category. Site is moving off Searchspring per project goal - this should be removed/hidden, not migrated.",High,"templates/smap.mvt (Site Map page) only - same as MAP items, not hardcoded anywhere else; dynamically pulled from Miva's native category tree, so removal requires deactivating the category record in Miva Admin, not a template edit"
MAP,https://sinisterdiesel.com/intake.html,Intake,,"UNRESOLVED - no single unambiguous target. 8 real, populated intake-related categories exist (Air Intakes & Parts for Powerstroke/Duramax/Cummins, Cold Air Intake, Cold Air Intake for Cummins, Intake Elbows/Manifolds, Intake Elbows/Manifolds for Cummins, and a cross-platform combined page) with no clear single successor to ""Intake"" as a generic parent. Do not force a mapping - flag for a human decision on which (if any) of the 8 should absorb this URL, or whether it should simply redirect to the platform-picker.",Low,"templates/smap.mvt (Site Map page) only - confirmed via repo-wide grep this URL is not hardcoded in cssui-global-header.mvt, mega menu, or footer; only reachable via /site-map.html, which pulls categories dynamically from Miva's native category tree (not a static template link) - so the true fix is deactivating/redirecting the category record in Miva Admin, not a template edit"
